_emit	private helper	mixed	src=3 test=3	scripts/check/cert/mcdc_instrument.spl;scripts/check/check-ui-cli-access.spl;src/app/process/main.spl;src/lib/nogc_sync_mut/diag.spl;src/lib/nogc_sync_mut/log.spl;test/02_integration/os/kernel/arch/riscv64/uart_baud_policy_coverage_probe.spl;test/fixtures/os/rv64_freestanding_policy_oracle_probe.spl;test/fixtures/os/rv64_noalloc_pmm_oracle_probe.spl
_empty_record	private helper	src-only	src=3 test=0	src/app/release/self_review_policy.spl;src/lib/common/ui/wine_simpleos_window_bridge.spl;src/lib/nogc_sync_mut/spec/scenario_governance.spl
_ensure_table_entry	private helper	src-only	src=7 test=0	src/os/kernel/arch/arm64/paging.spl;src/os/kernel/arch/riscv32/paging.spl;src/os/kernel/arch/riscv64/paging.spl;src/os/kernel/arch/x86_32/paging.spl;src/os/kernel/arch/x86_64/paging.spl;src/os/kernel/memory/vmm.spl;src/os/kernel/memory/vmm_core.spl
_entry	private helper	mixed	src=3 test=7	examples/06_io/ui/engine2d_line_backend_test.spl;src/compiler/60.mir_opt/mir_opt/simd_recipe_infra.spl;src/lib/common/wine_nt_api_catalog.spl;src/lib/common/wine_nt_dispatch_table.spl;test/01_unit/app/mcp_unit/mcp_debug_log_modes_spec.spl;test/01_unit/lib/viz/aggregator_walker_spec.spl;test/01_unit/os/installer/staged_root_tree_enumerator_v1_spec.spl;test/02_integration/app/scv_worktree_index_spec.spl
_error_response	private helper	src-only	src=3 test=0	src/app/llm_caret/codex_cli.spl;src/app/llm_caret/opencode_cli.spl;src/app/portal/server.spl
_export	private helper	src-only	src=2 test=0	src/lib/common/wine_kernel32_module_loader.spl;src/lib/common/wine_ntdll_loader.spl
_exports	private helper	src-only	src=2 test=0	src/lib/common/wine_kernel32_module_loader.spl;src/lib/common/wine_ntdll_loader.spl
_fail_v1	private helper	src-only	src=8 test=0	src/os/installer/signed_catalog_bundle_provisioner_v1.spl;src/os/kernel/loader/clang_catalog_media_boot_v1.spl;src/os/kernel/loader/clang_sysroot_catalog_bundle_v1.spl;src/os/kernel/loader/installed_artifact_boot_composition_v1.spl;src/os/kernel/loader/primary_linux_tool_catalog_bundle_v1.spl;src/os/kernel/loader/server_catalog_signing_media_v1.spl;src/os/kernel/loader/simplebox_catalog_media_boot_v1.spl;src/os/port/clang_sysroot_include_manifest_v1.spl
_failure	private helper	src-only	src=7 test=0	src/app/wm_compare/live_capture.spl;src/lib/common/wine_kernel32_file_io.spl;src/lib/common/wine_kernel32_global_memory.spl;src/lib/common/wine_kernel32_heap.spl;src/lib/common/wine_kernel32_local_memory.spl;src/lib/common/wine_kernel32_thread_wait.spl;src/lib/common/wine_kernel32_virtual_memory.spl
_find_char	private helper	mixed	src=10 test=2	src/app/cli/query_outline.spl;src/app/desugar/context_params.spl;src/app/devhub/convert_storage.spl;src/app/itf/convert_storage.spl;src/compiler/20.hir/hir_forward_lowering.spl;src/lib/common/ui/html_ui/doc_ops.spl;src/lib/gc_async_mut/gpu/browser_engine/html_tokenizer.spl;src/lib/nogc_async_mut/http_server/h2_connection.spl
_find_export	private helper	src-only	src=2 test=0	src/lib/common/wine_kernel32_module_loader.spl;src/lib/common/wine_ntdll_loader.spl
_find_substr	private helper	src-only	src=2 test=0	src/compiler/35.semantics/lint/_SimdOpportunityLint/loop_analysis.spl;src/lib/gc_async_mut/gpu/browser_engine/html_tokenizer.spl
_flags_to_pte_bits	private helper	src-only	src=7 test=0	src/os/kernel/arch/arm64/paging.spl;src/os/kernel/arch/arm64/sandbox_pte_bits.spl;src/os/kernel/arch/riscv32/paging.spl;src/os/kernel/arch/x86_32/paging.spl;src/os/kernel/arch/x86_64/paging.spl;src/os/kernel/memory/vmm.spl;src/os/kernel/memory/vmm_core.spl
_gf_mul	private helper	src-only	src=6 test=0	src/os/codec/reed_solomon.spl;src/os/crypto/aes128_gcm.spl;src/os/crypto/aes_gcm.spl;src/os/crypto/ocb3.spl;src/os/crypto/whirlpool.spl;src/os/services/nvfs/core/crypto/aes128_gcm.spl
_gx	private helper	src-only	src=2 test=0	src/os/crypto/ecdh_p256.spl;src/os/crypto/p384_point.spl
_gy	private helper	src-only	src=2 test=0	src/os/crypto/ecdh_p256.spl;src/os/crypto/p384_point.spl
_heap	private helper	src-only	src=2 test=0	src/lib/common/wine_nt_dispatch_table.spl;src/lib/common/wine_nt_heap.spl
_hex_byte	private helper	mixed	src=6 test=5	src/lib/common/color/css.spl;src/lib/gc_async_mut/aws_sigv4.spl;src/lib/gc_async_mut/gpu/browser_engine/chrome_webgpu_draw_evidence.spl;src/lib/nogc_async_mut/aws_sigv4.spl;src/lib/nogc_sync_mut/aws_sigv4.spl;src/os/services/netstack/ethernet.spl;test/01_unit/os/crypto/bip39_kat_spec.spl;test/03_system/app/nvme_firmware/nvme_nand_capture_spec.spl
_hex_digit	private helper	mixed	src=10 test=25	examples/09_embedded/simple_os/arch/riscv64/x25519_probe_entry.spl;src/app/spipe_knowledge_provider/protocol.spl;src/compiler/70.backend/linker/macho_parser.spl;src/lib/common/color/css.spl;src/lib/common/crypto/typed/ctypes.spl;src/lib/common/search/query_exec.spl;src/lib/gc_async_mut/gpu/browser_engine/chrome_webgpu_draw_evidence.spl;src/os/apps/sshd/ssh_hex.spl
_hex_digit_value	private helper	src-only	src=7 test=0	src/lib/common/net/http_core.spl;src/lib/gc_async_mut/gpu/browser_engine/simple_web_engine2d_renderer.spl;src/lib/gc_async_mut/oauth/utilities.spl;src/lib/gc_async_mut/web/browser_session_loading.spl;src/lib/nogc_async_mut/oauth/utilities.spl;src/lib/nogc_sync_mut/oauth/utilities.spl;src/os/drivers/gpu/board_vulkan/boundary_enumeration_provider.spl
