bytes_to_hex	public function	mixed	src=15 test=2	src/app/package.registry/signing.spl;src/app/package/registry/signing.spl;src/app/portal/services/auth_service.spl;src/app/web_stack_sample/app.spl;src/compiler_rust/lib/std/src/infra/hash.spl;src/lib/common/aes/utilities.spl;src/lib/common/bcrypt/types.spl;src/lib/common/binary_inspect.spl
bytes_to_u32	public function	src-only	src=5 test=0	src/compiler/70.backend/linker/_SmfReaderMemory/symbol_parser.spl;src/compiler/70.backend/linker/lib_smf.spl;src/compiler/99.loader/loader/smf_cache.spl;src/compiler/99.loader/smf_cache.spl;src/os/realtime/jtag/state_capture.spl
capture_assignments	public function	src-only	src=3 test=0	src/compiler/50.mir/hwir/riscv_scalar_completion_skid.spl;src/compiler/50.mir/hwir/riscv_scalar_iterative_multiplier.spl;src/compiler/50.mir/hwir/riscv_scalar_retirement_owner.spl
char_from_code	public function	src-only	src=12 test=0	src/app/doc/public_check/docstring_checker.spl;src/app/ui.browser/event_bridge.spl;src/app/ui.chromium/event_bridge.spl;src/lib/common/encoding/utf8.spl;src/lib/common/string_core.spl;src/lib/common/ui/widget_interact_model.spl;src/lib/gc_async_mut/smtp/string.spl;src/lib/nogc_async_mut/buffer/string.spl
char_to_digit	public function	src-only	src=12 test=0	examples/10_tooling/obsidian-search/src/core/periodic.spl;src/compiler/70.backend/baremetal/smf_parser.spl;src/compiler_rust/lib/std/src/tooling/parse_utils.spl;src/lib/gc_async_mut/gpu/browser_engine/net/h1_client.spl;src/lib/gc_async_mut/oauth/utilities.spl;src/lib/gc_async_mut/pure/runtime.spl;src/lib/nogc_async_mut/oauth/utilities.spl;src/lib/nogc_async_mut_noalloc/execution/cli_integration.spl
clamp	public function	mixed	src=10 test=12	doc/05_design/compiler/phases/simd_phase9b.spl;src/compiler/30.types/simd_vector_types.spl;src/compiler_rust/lib/std/src/core/cmp_ord.spl;src/compiler_rust/lib/std/src/core/math.spl;src/compiler_rust/lib/std/src/core/primitives.spl;src/compiler_rust/lib/std/src/core/primitives_numeric.spl;src/compiler_rust/lib/std/src/core/traits.spl;src/compiler_rust/lib/std/src/gpu/kernel/math.spl
compile_native	public function	mixed	src=3 test=4	src/app/compile/native.spl;src/app/simpleos_tool/main.spl;src/compiler/70.backend/backend/native/mod.spl;test/03_system/compiler/backend_system_spec.spl;test/03_system/compiler/native_backend_e2e_system_spec.spl;test/system/compiler/backend_system_spec.spl;test/system/compiler/native_backend_e2e_system_spec.spl
completion_payload_fields	public function	src-only	src=2 test=0	src/compiler/50.mir/hwir/riscv_scalar_completion_skid.spl;src/compiler/50.mir/hwir/riscv_scalar_product_composition.spl
compute_layout	public function	mixed	src=5 test=2	src/app/llm_dashboard/tui/layout.spl;src/compiler/30.types/_TypeLayout/arch_and_verify.spl;src/lib/blink/layout/block_flow.spl;src/lib/common/ui/layout.spl;src/os/compositor/layout_manager.spl;test/03_system/feature/features/baremetal/memory_layout_spec.spl;test/system/features/baremetal/memory_layout_spec.spl
constant_time_compare	public function	src-only	src=4 test=0	src/lib/common/crypto/constant_time.spl;src/lib/common/jwt/sign.spl;src/lib/nogc_sync_mut/tls/_TlsUtilities/hex_encoding.spl;src/lib/nogc_sync_mut/tls/validation.spl
contains	public function	mixed	src=88 test=19	src/app/cli/check_capsule.spl;src/app/ffi_gen.specs/lib_wrappers.spl;src/app/interpreter/collections/persistent_dict/dict.spl;src/app/interpreter/collections/persistent_vec.spl;src/app/interpreter/core/symbol.spl;src/app/interpreter/lazy/lazy_seq.spl;src/app/interpreter/lazy/lazy_seq_fixed.spl;src/app/interpreter/lazy/lazy_val.spl
crc32_finalize	public function	src-only	src=2 test=0	src/lib/nogc_sync_mut/compression/gzip/crc.spl;src/os/crypto/crc32.spl
crc32_update	public function	src-only	src=2 test=0	src/lib/nogc_sync_mut/compression/gzip/crc.spl;src/os/crypto/crc32.spl
create_dir	public function	mixed	src=5 test=4	src/compiler_rust/lib/std/src/fs/mod.spl;src/compiler_rust/lib/std/src/host/common/io/fs_ops.spl;src/compiler_rust/lib/std/src/infra/file_io.spl;src/compiler_rust/lib/std/src/io/fs.spl;src/lib/nogc_sync_mut/src/infra.spl;test/02_integration/lib/std/improvements/stdlib_improvements_spec.spl;test/03_system/feature/usage/file_io_extended_spec.spl;test/feature/usage/file_io_extended_spec.spl
create_dir_all	public function	mixed	src=4 test=2	src/compiler_rust/lib/std/src/host/common/io/fs_ops.spl;src/compiler_rust/lib/std/src/infra/file_io.spl;src/compiler_rust/lib/std/src/io/fs.spl;src/lib/nogc_sync_mut/src/infra.spl;test/03_system/feature/usage/file_io_extended_spec.spl;test/feature/usage/file_io_extended_spec.spl
cuda_memset	public function	src-only	src=7 test=0	src/compiler/70.backend/backend/cuda/cuda_sffi.spl;src/lib/gc_async_mut/cuda.spl;src/lib/gc_async_mut/cuda/mod.spl;src/lib/nogc_async_mut/cuda/mod.spl;src/lib/nogc_sync_mut/cuda/mod.spl;src/lib/nogc_sync_mut/gpu_driver/mod.spl;src/lib/nogc_sync_mut/io/cuda_sffi.spl
cuda_sync	public function	src-only	src=7 test=0	src/compiler/70.backend/backend/cuda/cuda_sffi.spl;src/lib/gc_async_mut/cuda.spl;src/lib/gc_async_mut/cuda/mod.spl;src/lib/nogc_async_mut/cuda/mod.spl;src/lib/nogc_sync_mut/cuda/mod.spl;src/lib/nogc_sync_mut/gpu_driver/mod.spl;src/lib/nogc_sync_mut/io/cuda_sffi.spl
days_in_month	public function	src-only	src=9 test=0	examples/10_tooling/obsidian-search/src/core/periodic.spl;src/app/office/planner/calendar_view.spl;src/compiler_rust/lib/std/src/host/async_nogc_mut/datetime.spl;src/compiler_rust/lib/std/src/tooling/dashboard/snapshots.spl;src/lib/common/date/types.spl;src/lib/common/js/builtins/date.spl;src/lib/common/math/financial.spl;src/lib/common/time_utils.spl
decl_get	public function	src-only	src=2 test=0	examples/06_io/ui/mini_html_render.spl;src/compiler/10.frontend/core/_Ast/module_state.spl;src/lib/gc_async_mut/gpu/browser_engine/simple_web_html_layout_renderer_foundation.spl
default_config	public function	mixed	src=13 test=3	examples/10_tooling/trace32_tools/cmm_lsp/cmm_version.spl;scripts/audit/api_consistency_audit.spl;scripts/audit/fast_duplicate_check.spl;scripts/audit/naming_consistency_audit.spl;scripts/audit/os_harden_audit.spl;scripts/audit/os_harden_runtime_evidence.spl;scripts/audit/repo_hygiene_audit.spl;src/app/leak_finder/types.spl
deflate_length_extra	public function	src-only	src=2 test=0	src/lib/common/compress/typed/deflate_typed.spl;src/lib/nogc_sync_mut/compression/gzip/huffman.spl
detect_arch	public function	src-only	src=3 test=0	src/compiler/80.driver/shb/shb_types.spl;src/lib/nogc_async_mut/env/platform.spl;src/lib/nogc_sync_mut/env/platform.spl
detect_file_content_type	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/mcp/helpers.spl;src/lib/nogc_async_mut/mcp/helpers_compat.spl
detect_mime_type	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/mcp/helpers.spl;src/lib/nogc_async_mut/mcp/helpers_compat.spl
detect_platform	public function	mixed	src=10 test=2	examples/06_io/smux/src/platform.spl;src/app/compile/native.spl;src/app/test_runner_new/system_monitor.spl;src/app/ui/build.spl;src/lib/gc_async_mut/package/build.spl;src/lib/gc_async_mut/package/paths.spl;src/lib/nogc_async_mut/package/build.spl;src/lib/nogc_async_mut/package/paths.spl
dir_create	public function	src-only	src=13 test=0	src/app/io/dir_ops.spl;src/app/io/mod_stub.spl;src/lib/gc_async_mut/io/mod_stub.spl;src/lib/gc_async_mut/pure/runtime.spl;src/lib/nogc_async_mut/file_system/dir_ops.spl;src/lib/nogc_async_mut/fs.spl;src/lib/nogc_async_mut/io/mod_stub.spl;src/lib/nogc_sync_mut/file_system/dir_ops.spl
dir_list	public function	src-only	src=9 test=0	src/app/io/dir_ops.spl;src/app/semihost/reader.spl;src/lib/gc_async_mut/pure/runtime.spl;src/lib/nogc_async_mut/file_system/dir_ops.spl;src/lib/nogc_sync_mut/file_system/dir_ops.spl;src/lib/nogc_sync_mut/io/dir_ops.spl;src/lib/nogc_sync_mut/io_runtime.spl;src/lib/nogc_sync_mut/sffi/io.spl
dir_remove	public function	src-only	src=6 test=0	src/app/io/dir_ops.spl;src/lib/gc_async_mut/pure/runtime.spl;src/lib/nogc_sync_mut/io/dir_ops.spl;src/lib/nogc_sync_mut/io_runtime.spl;src/lib/nogc_sync_mut/sffi/io.spl;src/os/apps/vcs/vcs_app.spl
dir_remove_all	public function	src-only	src=7 test=0	src/app/io/dir_ops.spl;src/app/io/mod_stub.spl;src/lib/gc_async_mut/io/mod_stub.spl;src/lib/nogc_async_mut/io/mod_stub.spl;src/lib/nogc_sync_mut/io/dir_ops.spl;src/lib/nogc_sync_mut/io_runtime.spl;src/lib/nogc_sync_mut/sffi/io.spl
discover_test_files	public function	src-only	src=3 test=0	src/app/test_daemon/daemon.spl;src/app/test_runner_new/test_runner_files.spl;src/lib/nogc_sync_mut/test_runner/test_runner_files.spl
dwarf_addr_to_line	public function	src-only	src=3 test=0	src/app/debug/remote/dwarf.spl;src/lib/nogc_sync_mut/debug/remote/dwarf.spl;src/lib/nogc_sync_mut/sffi/debug.spl
dwarf_function_at	public function	src-only	src=3 test=0	src/app/debug/remote/dwarf.spl;src/lib/nogc_sync_mut/debug/remote/dwarf.spl;src/lib/nogc_sync_mut/sffi/debug.spl
dwarf_line_to_addr	public function	src-only	src=3 test=0	src/app/debug/remote/dwarf.spl;src/lib/nogc_sync_mut/debug/remote/dwarf.spl;src/lib/nogc_sync_mut/sffi/debug.spl
ed_point_decode	public function	src-only	src=2 test=0	src/lib/common/crypto/ed25519.spl;src/os/crypto/ed25519_ops.spl
env_get	public function	src-only	src=16 test=0	examples/06_io/ui/widget_showcase_metal_gui.spl;src/app/io/minimal_runtime_ops.spl;src/app/io/mod_stub.spl;src/app/plugin/registry.spl;src/compiler/00.common/config.spl;src/compiler/80.driver/build_log.spl;src/compiler/90.tools/header_gen/shared_lib_flags.spl;src/lib/gc_async_mut/env/variables.spl
env_vars	public function	src-only	src=2 test=0	src/lib/nogc_sync_mut/io/env_ops.spl;src/lib/nogc_sync_mut/sffi/system.spl
errno_of	public function	src-only	src=2 test=0	src/lib/nogc_sync_mut/driver/error.spl;src/lib/nogc_sync_mut/fs_driver/error.spl
exit	public function	mixed	src=18 test=2	src/app/io/cli_ops.spl;src/app/io/minimal_runtime_ops.spl;src/app/io/signal_handlers.spl;src/compiler/70.backend/baremetal/link_wrapper.spl;src/compiler_rust/lib/std/examples/file_cli_integration.spl;src/compiler_rust/lib/std/src/host/async_nogc_mut/sys.spl;src/compiler_rust/lib/std/src/host/async_nogc_mut/sys_simple.spl;src/compiler_rust/lib/std/src/sys.spl
expand_shorthand	public function	src-only	src=2 test=0	src/lib/common/css/shorthand.spl;src/lib/gc_async_mut/gpu/browser_engine/style_block_parse.spl
extract_arguments_dict	public function	src-only	src=3 test=0	src/lib/nogc_async_mut/mcp/helpers.spl;src/lib/nogc_async_mut/mcp/helpers_compat.spl;src/lib/nogc_sync_mut/mcp_sdk/core/json.spl
extract_json_bool	public function	src-only	src=3 test=0	examples/10_tooling/llm_cli_tools/src/lib/nogc_async_mut/llm/json_helpers.spl;examples/10_tooling/llm_cli_tools/test/unit/app/llm_caret/json_helpers_spec.spl;src/app/llm_caret/json_helpers.spl;src/lib/nogc_async_mut/llm/json_helpers.spl;src/lib/nogc_sync_mut/mcp_sdk/core/json.spl
extract_json_int	public function	mixed	src=4 test=2	examples/10_tooling/llm_cli_tools/src/lib/nogc_async_mut/llm/json_helpers.spl;examples/10_tooling/llm_cli_tools/test/unit/app/llm_caret/json_helpers_spec.spl;src/app/llm_caret/json_helpers.spl;src/lib/nogc_async_mut/llm/json_helpers.spl;src/lib/nogc_async_mut/mcp/resource_utils.spl;src/lib/nogc_sync_mut/mcp_sdk/core/json.spl;test/01_unit/app/mcp_unit/resources_mime_uri_spec.spl;test/unit/app/mcp_unit/resources_mime_uri_spec.spl
extract_json_string	public function	mixed	src=8 test=8	examples/10_tooling/llm_cli_tools/src/lib/nogc_async_mut/llm/json_helpers.spl;examples/10_tooling/llm_cli_tools/test/unit/app/llm_caret/json_helpers_spec.spl;examples/10_tooling/obsidian-search/src/core/periodic.spl;src/app/llm_caret/json_helpers.spl;src/app/mcp/main_lazy_json.spl;src/compiler_rust/lib/std/src/tooling/testing/coverage.spl;src/lib/nogc_async_mut/llm/json_helpers.spl;src/lib/nogc_async_mut/mcp/helpers.spl
extract_json_string_v2	public function	mixed	src=3 test=2	src/lib/nogc_async_mut/mcp/fileio_json.spl;src/lib/nogc_async_mut/mcp/helpers.spl;src/lib/nogc_async_mut/mcp/helpers_compat.spl;test/03_system/feature/lib/mcp/helpers_spec.spl;test/feature/lib/mcp/helpers_spec.spl
extract_json_value	public function	mixed	src=6 test=8	examples/10_tooling/llm_cli_tools/src/lib/nogc_async_mut/llm/json_helpers.spl;examples/10_tooling/llm_cli_tools/test/unit/app/llm_caret/json_helpers_spec.spl;examples/10_tooling/trace32_tools/t32_cli/render.spl;src/app/llm_caret/json_helpers.spl;src/app/mcp/main_lazy_json.spl;src/lib/nogc_async_mut/llm/json_helpers.spl;src/lib/nogc_async_mut/mcp/fileio_json.spl;src/lib/nogc_async_mut/mcp/helpers.spl
extract_nested_string	public function	src-only	src=7 test=0	examples/10_tooling/llm_cli_tools/src/lib/nogc_async_mut/llm/json_helpers.spl;examples/10_tooling/llm_cli_tools/test/unit/app/llm_caret/json_helpers_spec.spl;src/app/llm_caret/json_helpers.spl;src/app/mcp/api_tools.spl;src/lib/nogc_async_mut/llm/json_helpers.spl;src/lib/nogc_async_mut/mcp/api_tools.spl;src/lib/nogc_async_mut/mcp/fileio_json.spl;src/lib/nogc_async_mut/mcp/helpers.spl
eye	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/ndarray/ndarray_generators.spl;src/lib/nogc_sync_mut/src/tensor/factory.spl
f64_from_bits	public function	src-only	src=3 test=0	src/compiler/95.interp/mir_interp_runtime.spl;src/lib/common/binary_io.spl;src/lib/gc_async_mut/binary_io.spl
f64_to_bits	public function	src-only	src=4 test=0	src/compiler/95.interp/mir_interp_runtime.spl;src/lib/common/binary_io.spl;src/lib/gc_async_mut/binary_io.spl;src/lib/nogc_sync_mut/sffi/math.spl
factorial	public function	mixed	src=6 test=29	doc/01_research/lib/stdlib_utils_concatenated.spl;examples/02_language_features/lean_blocks.spl;examples/02_language_features/lean_verification/external_proof.spl;examples/10_tooling/backends/jit_compiler.spl;examples/10_tooling/debugging/debugging/factorial_debug.spl;src/compiler_rust/lib/std/src/core/math.spl;src/compiler_rust/lib/std/src/tooling/math_utils.spl;src/lib/common/math.spl
fat32_close	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/fs_driver/driver_adapter.spl;src/lib/nogc_async_mut/fs_driver/fat32_owned_io.spl
fat32_write	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/fs_driver/driver_adapter.spl;src/lib/nogc_async_mut/fs_driver/fat32_owned_io.spl
fe_add	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_cswap	public function	src-only	src=2 test=0	src/os/crypto/curve25519.spl;src/os/crypto/curve25519_smalllimb.spl
fe_eq	public function	src-only	src=2 test=0	src/lib/common/math/field/fe_p256.spl;src/os/crypto/p384_field.spl
fe_from_bytes	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_inv	public function	src-only	src=2 test=0	src/lib/common/math/field/fe_p256.spl;src/os/crypto/p384_field.spl
fe_mul	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_neg	public function	src-only	src=3 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/ed25519_ops.spl
fe_one	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_sq	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_sub	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_to_bytes	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
fe_zero	public function	src-only	src=4 test=0	src/lib/common/crypto/ed25519_field.spl;src/lib/common/math/field/fe_p256.spl;src/os/crypto/curve25519.spl;src/os/crypto/p384_field.spl
file_hash	public function	src-only	src=2 test=0	src/lib/nogc_sync_mut/sffi/io.spl;src/lib/nogc_sync_mut/src/infra.spl
file_modified_time	public function	src-only	src=6 test=0	src/app/io/mod_stub.spl;src/lib/nogc_async_mut/file_system/metadata.spl;src/lib/nogc_async_mut/io/mod_stub.spl;src/lib/nogc_sync_mut/file_system/metadata.spl;src/lib/nogc_sync_mut/io/file_ops.spl;src/lib/nogc_sync_mut/sffi/io.spl
file_read	public function	mixed	src=19 test=20	src/app/interpreter/extern/file_io/file.spl;src/app/io/mod_stub.spl;src/app/semihost/reader.spl;src/compiler/99.loader/module_resolver/manifest.spl;src/compiler/99.loader/module_resolver/resolution.spl;src/lib/gc_async_mut/pure/runtime.spl;src/lib/nogc_async_mut/io/mod_stub.spl;src/lib/nogc_async_mut/mcp/bugdb_resource.spl
file_read_text	public function	src-only	src=9 test=0	src/lib/gc_async_mut/file_system/file_ops.spl;src/lib/nogc_async_mut/env/config.spl;src/lib/nogc_async_mut/file_system/file_ops.spl;src/lib/nogc_async_mut/fs/__init__.spl;src/lib/nogc_sync_mut/env/config.spl;src/lib/nogc_sync_mut/file_system/file_ops.spl;src/lib/nogc_sync_mut/fs/__init__.spl;src/lib/nogc_sync_mut/io/file_ops.spl
file_size	public function	mixed	src=11 test=2	src/app/io/file_shell.spl;src/app/io/mod_stub.spl;src/compiler_rust/lib/std/src/infra/file_io.spl;src/lib/nogc_async_mut/file_system/metadata.spl;src/lib/nogc_async_mut/io/mod_stub.spl;src/lib/nogc_sync_mut/file_system/metadata.spl;src/lib/nogc_sync_mut/io/file_ops.spl;src/lib/nogc_sync_mut/io_runtime.spl
file_write_bytes	public function	src-only	src=6 test=0	src/lib/nogc_async_mut/file_system/file_ops.spl;src/lib/nogc_async_mut/net/sffi.spl;src/lib/nogc_sync_mut/file_system/file_ops.spl;src/lib/nogc_sync_mut/io/file_ops.spl;src/lib/nogc_sync_mut/io_runtime.spl;src/lib/nogc_sync_mut/sffi/io.spl
file_write_text	public function	src-only	src=8 test=0	src/lib/gc_async_mut/file_system/file_ops.spl;src/lib/nogc_async_mut/env/config.spl;src/lib/nogc_async_mut/file_system/file_ops.spl;src/lib/nogc_async_mut/fs/__init__.spl;src/lib/nogc_sync_mut/env/config.spl;src/lib/nogc_sync_mut/file_system/file_ops.spl;src/lib/nogc_sync_mut/fs/__init__.spl;src/lib/nogc_sync_mut/sffi/io.spl
format_binary	public function	src-only	src=2 test=0	doc/01_research/lib/stdlib_utils_concatenated.spl;src/lib/common/format.spl;src/lib/common/format_utils.spl
format_hex	public function	mixed	src=5 test=2	doc/01_research/lib/stdlib_utils_concatenated.spl;src/app/linker_gen/main.spl;src/lib/common/format.spl;src/lib/common/format_utils.spl;src/lib/nogc_sync_mut/tls/_TlsUtilities/hex_encoding.spl;src/os/apps/sshd/ssh_hex.spl;test/01_unit/app/debug/remote/openocd_parser_spec.spl;test/unit/app/debug/remote/openocd_parser_spec.spl
format_number	public function	mixed	src=3 test=4	src/app/office/sheets/number_format.spl;src/app/office/sheets/render.spl;src/compiler_rust/lib/std/src/tooling/format_utils.spl;test/01_unit/app/tooling/format_utils_spec.spl;test/01_unit/compiler_core/type_system_integration_spec.spl;test/unit/app/tooling/format_utils_spec.spl;test/unit/compiler_core/type_system_integration_spec.spl
format_percentage	public function	src-only	src=5 test=0	doc/01_research/lib/stdlib_utils_concatenated.spl;src/lib/common/format_utils.spl;src/lib/gc_async_mut/benchmark/report.spl;src/lib/nogc_async_mut/benchmark/report.spl;src/lib/nogc_sync_mut/benchmark/report.spl;src/os/compositor/screenshot_compare.spl
format_size	public function	mixed	src=8 test=2	src/app/devhub/output.spl;src/app/llm_dashboard/gui/env_panel_html.spl;src/lib/common/format_utils.spl;src/lib/gc_async_mut/package/list.spl;src/lib/nogc_async_mut/package/list.spl;src/lib/nogc_sync_mut/package/list.spl;src/os/apps/file_explorer/_FileExplorer/model.spl;src/os/apps/file_manager/file_manager.spl
format_summary	public function	mixed	src=11 test=4	src/compiler/70.backend/backend/exhaustiveness_validator.spl;src/compiler_rust/lib/std/src/spec/formatters/doc.spl;src/compiler_rust/lib/std/src/spec/formatters/json.spl;src/compiler_rust/lib/std/src/spec/formatters/progress.spl;src/compiler_rust/lib/std/src/spec/mode_reporter.spl;src/compiler_rust/lib/std/src/verification/proof_unit.spl;src/lib/nogc_sync_mut/cli_output/summary.spl;src/lib/nogc_sync_mut/hooks/detectors/build.spl
from_hex	public function	mixed	src=5 test=3	src/compiler_rust/lib/std/src/tooling/url_utils.spl;src/lib/common/color/convert.spl;src/lib/gc_async_mut/http/url.spl;src/lib/nogc_async_mut/http/url.spl;src/lib/nogc_sync_mut/http/url.spl;test/01_unit/app/tooling/url_utils_spec.spl;test/01_unit/lib/common/crypto/ed25519_operation_message_regression_spec.spl;test/unit/app/tooling/url_utils_spec.spl
full	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/ndarray/ndarray_generators.spl;src/lib/nogc_sync_mut/src/tensor/factory.spl
get_clean_args	public function	src-only	src=2 test=0	src/lib/nogc_async_mut/mcp/helpers.spl;src/lib/nogc_async_mut/mcp/helpers_compat.spl
get_container	public function	src-only	src=2 test=0	src/compiler/00.common/di.spl;src/lib/nogc_sync_mut/src/di.spl
get_current_dir	public function	src-only	src=5 test=0	src/compiler_rust/lib/std/src/tooling/misc_commands.spl;src/lib/nogc_async_mut/env/platform.spl;src/lib/nogc_async_mut/fs/path.spl;src/lib/nogc_sync_mut/env/platform.spl;src/lib/nogc_sync_mut/fs/path.spl
get_flag_value	public function	src-only	src=6 test=0	examples/10_tooling/trace32_tools/t32_cli/mod.spl;src/app/test_runner_new/test_runner_config.spl;src/compiler_rust/lib/std/src/sys/args.spl;src/lib/gc_async_mut/cli/cli_util.spl;src/lib/nogc_async_mut/cli/cli_util.spl;src/lib/nogc_sync_mut/cli/cli_util.spl;src/lib/nogc_sync_mut/test_runner/test_runner_config.spl
get_home_dir	public function	src-only	src=4 test=0	src/lib/nogc_async_mut/env/platform.spl;src/lib/nogc_async_mut/fs/path.spl;src/lib/nogc_sync_mut/env/platform.spl;src/lib/nogc_sync_mut/fs/path.spl
get_temp_dir	public function	mixed	src=5 test=4	src/lib/nogc_async_mut/env/platform.spl;src/lib/nogc_async_mut/fs/path.spl;src/lib/nogc_async_mut/mcp/fileio_temp.spl;src/lib/nogc_sync_mut/env/platform.spl;src/lib/nogc_sync_mut/fs/path.spl;test/02_integration/lib/database_atomic_spec.spl;test/02_integration/lib/database_e2e_spec.spl;test/integration/lib/database_atomic_spec.spl
getpid	public function	src-only	src=4 test=0	src/lib/nogc_sync_mut/io/sysinfo_ops.spl;src/lib/nogc_sync_mut/io_runtime.spl;src/lib/nogc_sync_mut/sffi/system.spl;src/os/userlib/process.spl
glyph_scale	public function	src-only	src=2 test=0	examples/06_io/ui/mini_html_render.spl;src/lib/common/layout/text_metrics.spl;src/lib/gc_async_mut/gpu/browser_engine/simple_web_html_layout_renderer_paint_primitives.spl
gpu_alloc	public function	src-only	src=2 test=0	src/lib/gc_async_mut/gpu_ops.spl;src/lib/nogc_sync_mut/gpu_driver/mod.spl
gpu_block_dim_x	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_block_dim_y	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_block_dim_z	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_block_id_x	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_block_id_y	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_block_id_z	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_copy	public function	src-only	src=2 test=0	src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_free	public function	src-only	src=2 test=0	src/lib/gc_async_mut/gpu_ops.spl;src/lib/nogc_sync_mut/gpu_driver/mod.spl
gpu_global_id_x	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_global_id_y	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_global_id_z	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_global_size_x	public function	src-only	src=2 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_global_size_y	public function	src-only	src=2 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_global_size_z	public function	src-only	src=2 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_grid_dim_x	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_grid_dim_y	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_grid_dim_z	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_shared_memory	public function	src-only	src=1 test=0	src/lib/gc_async_mut/gpu_ops.spl
gpu_thread_id_x	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
gpu_thread_id_y	public function	src-only	src=3 test=0	src/lib/gc_async_mut/gpu/builtins.spl;src/lib/gc_async_mut/gpu_api.spl;src/lib/gc_async_mut/gpu_ops.spl
