name	class	decls	subsystems	variant_sets	declarations
ChangeKind	DIVERGENT	2	1	2	./compiler/80.driver/driver_build/incremental.spl:226 ./compiler/90.tools/semantic_diff.spl:14
CodegenOutputKind	DIVERGENT	2	1	2	./compiler/70.backend/backend/codegen_types.spl:23 ./compiler/70.backend/backend/common/codegen.spl:20
CodegenTarget	DIVERGENT	2	1	2	./compiler/10.frontend/core/backend_types.spl:37 ./compiler/70.backend/backend/backend_types.spl:78
CompileResult	DIVERGENT	2	1	2	./compiler/00.common/driver_compile_result.spl:1 ./compiler/00.common/parallel.spl:26
CompletionKind	DIVERGENT	2	1	2	./compiler/15.blocks/blocks/definition.spl:273 ./compiler/90.tools/query_types.spl:80
ConcreteType	DIVERGENT	2	1	2	./compiler/40.mono/monomorphize/engine.spl:19 ./compiler/40.mono/monomorphize/types.spl:43
ConfigValue	DIVERGENT	2	1	2	./lib/common/experiment/config.spl:17 ./lib/nogc_sync_mut/src/exp/config.spl:21
ConstraintKind	DIVERGENT	2	1	2	./compiler/55.borrow/borrow_check/lifetime.spl:130 ./compiler/70.backend/linker/obj_taker.spl:123
ConstValue	DIVERGENT	2	1	2	./compiler/10.frontend/parser/macro_registry.spl:58 ./compiler/15.blocks/blocks/definition.spl:314
ContentType	DIVERGENT	2	1	2	./lib/gc_async_mut/gpu/browser_engine/resource_loader.spl:11 ./lib/nogc_async_mut_noalloc/tls/types.spl:58
ContractExprKind	DIVERGENT	2	1	2	./compiler_rust/lib/std/src/verification/lean/contracts.spl:188 ./compiler_rust/lib/std/src/verification/models/contracts.spl:21
CSSValue	DIVERGENT	2	1	2	./lib/common/render_scene/css_types.spl:13 ./lib/gc_async_mut/gpu/browser_engine/style/animation.spl:37
DrawQuadKind	DIVERGENT	2	1	2	./lib/viz/entity/draw_quad.spl:18 ./lib/viz/feature/frame_builder.spl:24
GameState	DIVERGENT	2	1	2	./app/game.breakout/game.spl:46 ./app/game.rollball/game.spl:70
InstantiationMode	DIVERGENT	2	1	2	./compiler/00.common/compilation_context.spl:16 ./compiler/40.mono/monomorphize/deferred_subst.spl:349
IoError	DIVERGENT	2	1	2	./compiler_rust/lib/std/src/host/common/io/error.spl:7 ./compiler_rust/lib/std/src/host/sync_nogc_mut/io/fs/ops.spl:16
ItemKind	DIVERGENT	2	1	2	./compiler_rust/lib/std/src/mcp/mcp_extended.spl:273 ./compiler_rust/lib/std/src/mcp/multi_lang/rust_mcp.spl:21
JoinPointKind	DIVERGENT	2	1	2	./compiler/10.frontend/core/aop.spl:44 ./compiler/85.mdsoc/weaving/join_point_kind.spl:4
JsonValue	DIVERGENT	2	1	2	./compiler_rust/lib/std/src/core/json.spl:8 ./compiler_rust/lib/std/src/data/json.spl:17
LayerKind	DIVERGENT	2	1	2	./lib/nogc_async_mut/payment/test/sfm_spec.spl:9 ./lib/nogc_sync_mut/sfm/manifest.spl:12
LifecycleEvent	DIVERGENT	2	1	2	./lib/common/ui/lifecycle.spl:15 ./lib/nogc_sync_mut/desktop/lifecycle.spl:9
McpError	DIVERGENT	2	1	2	./compiler_rust/lib/std/src/mcp/mcp_extended.spl:458 ./compiler_rust/lib/std/src/mcp/multi_lang/__init__.spl:670
MemoryOrder	DIVERGENT	2	1	2	./compiler_rust/lib/std/src/gpu/kernel/atomics.spl:6 ./compiler_rust/lib/std/src/verification/models/memory_model_drf.spl:8
ParseError	DIVERGENT	2	1	2	./app/interpreter/parser.spl:11 ./app/linker_gen/parser.spl:107
PowerState	DIVERGENT	2	1	2	./lib/nogc_sync_mut/desktop/power.spl:8 ./lib/nogc_sync_mut/driver/types.spl:67
ProceedError	DIVERGENT	2	1	2	./compiler/90.tools/aop_proceed.spl:13 ./compiler/90.tools/aop_proceed_minimal.spl:10
SecurityEvent	DIVERGENT	2	1	2	./lib/common/security/types.spl:13 ./lib/nogc_sync_mut/security/types.spl:11
SecuritySeverity	DIVERGENT	2	1	2	./lib/common/security/types.spl:5 ./lib/nogc_sync_mut/security/types.spl:24
SfmSecurityLevel	DIVERGENT	2	1	2	./lib/nogc_async_mut/payment/test/sfm_spec.spl:4 ./lib/nogc_sync_mut/sfm/manifest.spl:21
SimdElementType	DIVERGENT	2	1	2	./compiler/00.common/simd_types.spl:17 ./compiler/35.semantics/simd_check.spl:23
Stmt	DIVERGENT	2	1	2	./lib/common/parser/ast.spl:106 ./lib/gc_async_mut/pure/ast.spl:100
SymbolBinding	DIVERGENT	2	1	2	./compiler/70.backend/linker/obj_taker.spl:60 ./compiler/99.loader/settlement/linker.spl:22
TestExecutionMode	DIVERGENT	2	1	2	./lib/nogc_sync_mut/test_runner/execution_strategy.spl:14 ./lib/nogc_sync_mut/test_runner/test_runner_types.spl:11
VulkanCommand3DKind	DIVERGENT	2	1	2	./lib/nogc_async_mut/engine/render/vulkan_commands.spl:13 ./lib/nogc_sync_mut/engine/render/vulkan_commands.spl:13
DebugLevel	IDENTICAL	6	2	1	./app/interpreter/debug.spl:11 ./app/interpreter/helpers/debug.spl:11 ./app/interpreter/helpers/debug_simple.spl:9 ./lib/nogc_async_mut/debugger.spl:11 ./lib/nogc_sync_mut/debug.spl:12 ./lib/nogc_sync_mut/debugger.spl:11
BreakpointType	IDENTICAL	5	4	1	./app/dap/hooks.spl:26 ./compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl:15 ./lib/nogc_async_mut/dap/hooks.spl:26 ./lib/nogc_sync_mut/dap/hooks.spl:26 ./runtime/hooks.spl:26
CircuitState	IDENTICAL	5	2	1	./compiler_rust/lib/std/src/tooling/retry_utils.spl:140 ./lib/nogc_async_mut/failsafe/circuit.spl:12 ./lib/nogc_async_mut/payment/src/gateway/circuit_breaker.spl:7 ./lib/nogc_async_mut/payment/test/circuit_breaker_spec.spl:4 ./lib/nogc_sync_mut/failsafe/circuit.spl:12
ExecutionState	IDENTICAL	5	4	1	./app/dap/hooks.spl:46 ./compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl:23 ./lib/nogc_async_mut/dap/hooks.spl:46 ./lib/nogc_sync_mut/dap/hooks.spl:46 ./runtime/hooks.spl:46
CardBrand	IDENTICAL	4	1	1	./lib/nogc_async_mut/payment/src/card/card_types.spl:3 ./lib/nogc_async_mut/payment/test/card_spec.spl:4 ./lib/nogc_async_mut/payment/test/local_gateway_spec.spl:67 ./lib/nogc_async_mut/payment/test/vault_spec.spl:4
DebugEvent	IDENTICAL	4	3	1	./app/dap/hooks.spl:84 ./lib/nogc_async_mut/dap/hooks.spl:84 ./lib/nogc_sync_mut/dap/hooks.spl:84 ./runtime/hooks.spl:84
RendererMode	IDENTICAL	4	1	1	./lib/gc_async_mut/engine/core/engine.spl:40 ./lib/nogc_async_mut/engine/core/renderer_mode.spl:3 ./lib/nogc_sync_mut/engine/core/engine.spl:40 ./lib/nogc_sync_mut/engine/core/renderer_mode.spl:3
Result	IDENTICAL	4	2	1	./compiler/30.types/const_key_validator.spl:185 ./compiler/30.types/const_keys_phase8c.spl:216 ./compiler_rust/lib/std/src/core/result.spl:4 ./compiler_rust/lib/std/src/spec/mode_runner.spl:238
ServerState	IDENTICAL	4	2	1	./compiler_rust/lib/std/src/lms/server.spl:12 ./lib/gc_async_mut/lsp/server.spl:7 ./lib/nogc_async_mut/lsp/server.spl:7 ./lib/nogc_sync_mut/lsp/server.spl:7
Aes128GcmResult	IDENTICAL	3	2	1	./lib/nogc_async_mut_noalloc/tls/aes128_gcm.spl:130 ./os/crypto/aes128_gcm.spl:19 ./os/services/nvfs/core/crypto/aes128_gcm.spl:78
BackendSessionMode	IDENTICAL	3	1	1	./lib/gc_async_mut/gpu/engine2d/backend_session.spl:18 ./lib/gc_async_mut/gpu/engine2d/engine2d_api.spl:20 ./lib/gc_async_mut/gpu/engine2d/web_render_session.spl:23
BackoffStrategy	IDENTICAL	3	1	1	./lib/gc_async_mut/src/testing/mocking_advanced.spl:164 ./lib/nogc_async_mut/src/testing/mocking_advanced.spl:164 ./lib/nogc_sync_mut/src/testing/mocking_advanced.spl:164
BatteryStatus	IDENTICAL	3	2	1	./app/io/gamepad_ffi.spl:92 ./app/io/gamepad_sffi.spl:92 ./lib/nogc_sync_mut/io/gamepad_sffi.spl:92
BodyType	IDENTICAL	3	2	1	./app/io/rapier2d_ffi.spl:163 ./app/io/rapier2d_sffi.spl:163 ./lib/nogc_sync_mut/io/rapier2d_sffi.spl:163
ByteOrder	IDENTICAL	3	1	1	./lib/common/binary_io.spl:26 ./lib/gc_async_mut/binary_io.spl:26 ./lib/nogc_async_mut/binary_io.spl:26
ColliderShape	IDENTICAL	3	2	1	./app/io/rapier2d_ffi.spl:276 ./app/io/rapier2d_sffi.spl:276 ./lib/nogc_sync_mut/io/rapier2d_sffi.spl:276
CompiledSymbolKind	IDENTICAL	3	1	1	./compiler/10.frontend/core/backend_types.spl:414 ./compiler/70.backend/backend/backend_types.spl:352 ./compiler/70.backend/backend_types.spl:104
CompletionContext	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/handlers/completion.spl:255 ./lib/nogc_async_mut/lsp/handlers/completion.spl:255 ./lib/nogc_sync_mut/lsp/handlers/completion.spl:255
CompletionItemKind	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/handlers/completion.spl:11 ./lib/nogc_async_mut/lsp/handlers/completion.spl:11 ./lib/nogc_sync_mut/lsp/handlers/completion.spl:11
DebugError	IDENTICAL	3	2	1	./app/debug/remote/types.spl:57 ./lib/nogc_async_mut/debug/remote/types.spl:57 ./lib/nogc_sync_mut/debug/remote/types.spl:57
DebugExecutionMode	IDENTICAL	3	2	1	./app/mcp/dap_types.spl:30 ./lib/nogc_async_mut/debug/remote/session_model.spl:3 ./lib/nogc_sync_mut/debug/remote/session_model.spl:3
DebuggerState	IDENTICAL	3	2	1	./app/dap/dap_types.spl:111 ./lib/nogc_async_mut/dap/dap_types.spl:111 ./lib/nogc_sync_mut/dap/dap_types.spl:111
DebugTransportKind	IDENTICAL	3	2	1	./app/mcp/dap_types.spl:41 ./lib/nogc_async_mut/debug/remote/session_model.spl:14 ./lib/nogc_sync_mut/debug/remote/session_model.spl:14
DependencySource	IDENTICAL	3	1	1	./lib/gc_async_mut/package/types.spl:47 ./lib/nogc_async_mut/package/types.spl:47 ./lib/nogc_sync_mut/package/types.spl:47
Endianness	IDENTICAL	3	2	1	./app/debug/remote/types.spl:31 ./lib/nogc_async_mut/debug/remote/types.spl:31 ./lib/nogc_sync_mut/debug/remote/types.spl:31
EventType	IDENTICAL	3	2	1	./app/io/window_ffi.spl:380 ./app/io/window_sffi.spl:380 ./lib/nogc_sync_mut/io/window_sffi.spl:413
FeatureId	IDENTICAL	3	2	1	./app/debug/remote/feature/features.spl:6 ./lib/nogc_async_mut/debug/remote/feature/features.spl:6 ./lib/nogc_sync_mut/debug/remote/feature/features.spl:6
FetchState	IDENTICAL	3	1	1	./compiler/10.frontend/desugar/desugar_async.spl:50 ./compiler/10.frontend/desugar/state_enum.spl:295 ./compiler/90.tools/desugar_async.spl:48
FileKind	IDENTICAL	3	2	1	./compiler/00.common/dependency/resolution.spl:37 ./lib/nogc_async_mut/dependency_tracker/resolution.spl:60 ./lib/nogc_sync_mut/dependency_tracker/resolution.spl:57
FillRule	IDENTICAL	3	2	1	./app/io/graphics2d_ffi.spl:237 ./app/io/graphics2d_sffi.spl:237 ./lib/nogc_sync_mut/io/graphics2d_sffi.spl:237
FutureState	IDENTICAL	3	2	1	./app/interpreter/async_runtime/futures.spl:10 ./lib/nogc_async_mut/async_host/future.spl:22 ./lib/nogc_sync_mut/src/future.spl:7
GamepadAxis	IDENTICAL	3	2	1	./app/io/gamepad_ffi.spl:196 ./app/io/gamepad_sffi.spl:196 ./lib/nogc_sync_mut/io/gamepad_sffi.spl:196
GamepadButton	IDENTICAL	3	2	1	./app/io/gamepad_ffi.spl:122 ./app/io/gamepad_sffi.spl:122 ./lib/nogc_sync_mut/io/gamepad_sffi.spl:122
GamepadEventType	IDENTICAL	3	2	1	./app/io/gamepad_ffi.spl:231 ./app/io/gamepad_sffi.spl:231 ./lib/nogc_sync_mut/io/gamepad_sffi.spl:231
GcColor	IDENTICAL	3	1	1	./lib/gc_async_mut/gc.spl:37 ./lib/nogc_async_mut/gc.spl:37 ./lib/nogc_sync_mut/gc.spl:37
GdbMiRecord	IDENTICAL	3	2	1	./app/debug/remote/protocol/gdb_mi_parser.spl:11 ./lib/nogc_async_mut/debug/remote/protocol/gdb_mi_parser.spl:11 ./lib/nogc_sync_mut/debug/remote/protocol/gdb_mi_parser.spl:11
GitRef	IDENTICAL	3	1	1	./lib/gc_async_mut/package/types.spl:53 ./lib/nogc_async_mut/package/types.spl:53 ./lib/nogc_sync_mut/package/types.spl:53
GpuAtomicOpKind	IDENTICAL	3	1	1	./compiler/50.mir/mir_instruction_support.spl:38 ./compiler/70.backend/backend/common/gpu_codegen.spl:24 ./compiler/70.backend/backend/gpu_codegen_types.spl:15
GpuBarrierScope	IDENTICAL	3	1	1	./compiler/50.mir/mir_instruction_support.spl:25 ./compiler/70.backend/backend/common/gpu_codegen.spl:14 ./compiler/70.backend/backend/gpu_codegen_types.spl:9
GpuCommand	IDENTICAL	3	1	1	./lib/gc_async_mut/compositor/gpu_command.spl:23 ./lib/nogc_async_mut/compositor/gpu_command.spl:23 ./lib/nogc_sync_mut/compositor/gpu_command.spl:23
H2Frame	IDENTICAL	3	1	1	./lib/gc_async_mut/http/h2/h2_frame.spl:161 ./lib/nogc_async_mut/http/h2/h2_frame.spl:161 ./lib/nogc_sync_mut/http/h2/h2_frame.spl:161
HaltReason	IDENTICAL	3	2	1	./app/debug/remote/types.spl:41 ./lib/nogc_async_mut/debug/remote/types.spl:41 ./lib/nogc_sync_mut/debug/remote/types.spl:41
HealthStatus	IDENTICAL	3	1	1	./lib/nogc_async_mut/failsafe/core.spl:154 ./lib/nogc_async_mut/http_server/health.spl:31 ./lib/nogc_sync_mut/failsafe/core.spl:154
HttpParseError	IDENTICAL	3	1	1	./lib/gc_async_mut/http/limits.spl:32 ./lib/nogc_async_mut/http/limits.spl:32 ./lib/nogc_sync_mut/http/limits.spl:32
InstallerPlatform	IDENTICAL	3	1	1	./lib/gc_async_mut/package/installer/types.spl:6 ./lib/nogc_async_mut/package/installer/types.spl:6 ./lib/nogc_sync_mut/package/installer/types.spl:6
JitBackendKind	IDENTICAL	3	1	1	./lib/gc_async_mut/jit/jit_types.spl:13 ./lib/nogc_async_mut/jit/jit_types.spl:13 ./lib/nogc_sync_mut/jit/jit_types.spl:13
KeyState	IDENTICAL	3	2	1	./app/io/window_ffi.spl:517 ./app/io/window_sffi.spl:517 ./lib/nogc_sync_mut/io/window_sffi.spl:571
LazyStatus	IDENTICAL	3	1	1	./lib/gc_async_mut/lazy_val.spl:9 ./lib/nogc_async_mut/lazy_val.spl:9 ./lib/nogc_sync_mut/lazy_val.spl:9
LineCap	IDENTICAL	3	2	1	./app/io/graphics2d_ffi.spl:300 ./app/io/graphics2d_sffi.spl:300 ./lib/nogc_sync_mut/io/graphics2d_sffi.spl:300
LineJoin	IDENTICAL	3	2	1	./app/io/graphics2d_ffi.spl:305 ./app/io/graphics2d_sffi.spl:305 ./lib/nogc_sync_mut/io/graphics2d_sffi.spl:305
LintLevel	IDENTICAL	3	3	1	./compiler/90.tools/lint/_LintMain/config_and_model.spl:32 ./compiler_rust/lib/std/src/tooling/lint_config.spl:75 ./lib/nogc_sync_mut/tooling/easy_fix/types.spl:8
MessageType	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/protocol.spl:8 ./lib/nogc_async_mut/lsp/protocol.spl:8 ./lib/nogc_sync_mut/lsp/protocol.spl:8
MiOption	IDENTICAL	3	1	1	./lib/gc_async_mut/mimalloc_types.spl:46 ./lib/nogc_async_mut/mimalloc_types.spl:46 ./lib/nogc_sync_mut/mimalloc_types.spl:46
MouseButton	IDENTICAL	3	2	1	./app/io/window_ffi.spl:577 ./app/io/window_sffi.spl:577 ./lib/nogc_sync_mut/io/window_sffi.spl:631
OsPageOp	IDENTICAL	3	1	1	./lib/gc_async_mut/mimalloc_page_policy.spl:11 ./lib/nogc_async_mut/mimalloc_page_policy.spl:11 ./lib/nogc_sync_mut/mimalloc_page_policy.spl:11
ParserMode	IDENTICAL	3	1	1	./lib/gc_async_mut/cli/parser_loader.spl:8 ./lib/nogc_async_mut/cli/parser_loader.spl:8 ./lib/nogc_sync_mut/cli/parser_loader.spl:8
PaymentStatus	IDENTICAL	3	1	1	./lib/nogc_async_mut/payment/src/gateway/gateway_trait.spl:3 ./lib/nogc_async_mut/payment/test/gateway_spec.spl:4 ./lib/nogc_async_mut/payment/test/local_gateway_spec.spl:4
RecordResult	IDENTICAL	3	2	1	./lib/nogc_async_mut_noalloc/tls/record.spl:31 ./os/tls12/tls12_record.spl:72 ./os/tls13/record13.spl:35
ResolutionResult	IDENTICAL	3	2	1	./compiler/00.common/dependency/resolution.spl:49 ./lib/nogc_async_mut/dependency_tracker/resolution.spl:65 ./lib/nogc_sync_mut/dependency_tracker/resolution.spl:62
Rv64AluOp	IDENTICAL	3	1	1	./lib/gc_async_mut/hardware/rv64/pipeline/types.spl:22 ./lib/nogc_async_mut/hardware/rv64/pipeline/types.spl:22 ./lib/nogc_sync_mut/hardware/rv64/pipeline/types.spl:22
Rv64InstType	IDENTICAL	3	1	1	./lib/gc_async_mut/hardware/rv64/pipeline/types.spl:67 ./lib/nogc_async_mut/hardware/rv64/pipeline/types.spl:67 ./lib/nogc_sync_mut/hardware/rv64/pipeline/types.spl:67
SeekFrom	IDENTICAL	3	2	1	./compiler_rust/lib/std/src/core/traits.spl:283 ./compiler_rust/lib/std/src/host/common/io/types.spl:455 ./lib/common/io/types.spl:249
SmokeTestResult	IDENTICAL	3	1	1	./lib/gc_async_mut/src/testing/deployment.spl:40 ./lib/nogc_async_mut/src/testing/deployment.spl:40 ./lib/nogc_sync_mut/src/testing/deployment.spl:40
SqliteType	IDENTICAL	3	2	1	./app/io/sqlite_ffi.spl:79 ./app/io/sqlite_sffi.spl:79 ./lib/nogc_sync_mut/io/sqlite_sffi.spl:79
StopReason	IDENTICAL	3	2	1	./app/dap/protocol.spl:235 ./lib/nogc_async_mut/dap/protocol.spl:235 ./lib/nogc_sync_mut/dap/protocol.spl:235
SurfaceFormat	IDENTICAL	3	1	1	./lib/gc_async_mut/compositor/gpu_surface.spl:19 ./lib/nogc_async_mut/compositor/gpu_surface.spl:19 ./lib/nogc_sync_mut/compositor/gpu_surface.spl:19
TargetType	IDENTICAL	3	2	1	./app/mcp/debug_session.spl:15 ./lib/nogc_async_mut/mcp/debug_session.spl:15 ./lib/nogc_async_mut/mcp/session.spl:16
TextMode	IDENTICAL	3	1	1	./lib/gc_async_mut/platform/newline.spl:10 ./lib/nogc_async_mut/platform/newline.spl:10 ./lib/nogc_sync_mut/platform/newline.spl:10
TimingMatchKind	IDENTICAL	3	1	1	./lib/gc_async_mut/src/testing/mocking_async.spl:414 ./lib/nogc_async_mut/src/testing/mocking_async.spl:414 ./lib/nogc_sync_mut/src/testing/mocking_async.spl:414
TokenModifier	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/handlers/semantic_tokens.spl:24 ./lib/nogc_async_mut/lsp/handlers/semantic_tokens.spl:24 ./lib/nogc_sync_mut/lsp/handlers/semantic_tokens.spl:24
TokenType	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/handlers/semantic_tokens.spl:10 ./lib/nogc_async_mut/lsp/handlers/semantic_tokens.spl:10 ./lib/nogc_sync_mut/lsp/handlers/semantic_tokens.spl:10
TransferStatus	IDENTICAL	3	1	1	./lib/gc_async_mut/message_transfer.spl:36 ./lib/nogc_async_mut/message_transfer.spl:36 ./lib/nogc_sync_mut/message_transfer.spl:36
TransferStrategy	IDENTICAL	3	1	1	./lib/gc_async_mut/message_transfer.spl:17 ./lib/nogc_async_mut/message_transfer.spl:17 ./lib/nogc_sync_mut/message_transfer.spl:17
ValueTag	IDENTICAL	3	1	1	./lib/gc_async_mut/message_transfer.spl:24 ./lib/nogc_async_mut/message_transfer.spl:24 ./lib/nogc_sync_mut/message_transfer.spl:24
VerificationSeverity	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/handlers/verification.spl:20 ./lib/nogc_async_mut/lsp/handlers/verification.spl:20 ./lib/nogc_sync_mut/lsp/handlers/verification.spl:20
VerificationStatus	IDENTICAL	3	1	1	./lib/gc_async_mut/lsp/handlers/verification.spl:12 ./lib/nogc_async_mut/lsp/handlers/verification.spl:12 ./lib/nogc_sync_mut/lsp/handlers/verification.spl:12
VhdlProcessKind	IDENTICAL	3	1	1	./compiler/50.mir/mir_instruction_support.spl:54 ./compiler/70.backend/backend/common/hardware_codegen.spl:13 ./compiler/70.backend/backend/hardware_codegen_types.spl:8
VirtualKey	IDENTICAL	3	2	1	./app/io/window_ffi.spl:521 ./app/io/window_sffi.spl:521 ./lib/nogc_sync_mut/io/window_sffi.spl:575
WsFrame	IDENTICAL	3	1	1	./lib/gc_async_mut/http/ws/ws_frame.spl:140 ./lib/nogc_async_mut/http/ws/ws_frame.spl:140 ./lib/nogc_sync_mut/http/ws/ws_frame.spl:140
AccelMode	IDENTICAL	2	1	1	./lib/gc_async_mut/pure/accel.spl:10 ./lib/gc_async_mut/pure/test/accel_test.spl:8
AdapterKind	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/exec/lane_descriptor.spl:69 ./lib/nogc_sync_mut/debug/remote/exec/lane_descriptor.spl:69
AdviceForm	IDENTICAL	2	1	1	./compiler/10.frontend/core/aop.spl:33 ./compiler/85.mdsoc/weaving/advice_form.spl:4
AesGcmResult	IDENTICAL	2	2	1	./lib/common/crypto/aes_gcm.spl:134 ./os/crypto/aes_gcm.spl:65
AlertLevel	IDENTICAL	2	1	1	./lib/nogc_async_mut/failsafe/resource_monitor.spl:31 ./lib/nogc_sync_mut/failsafe/resource_monitor.spl:31
AnyRenderBackend3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/any_backend3d.spl:26 ./lib/nogc_sync_mut/engine/render/any_backend3d.spl:26
AsyncEffect	IDENTICAL	2	2	1	./compiler/50.mir/mir_effects.spl:16 ./compiler_rust/lib/std/src/tooling/compiler/effects_core.spl:23
BackendSessionKind	IDENTICAL	2	1	1	./lib/gc_async_mut/gpu/engine2d/backend_session.spl:24 ./lib/gc_async_mut/gpu/engine2d/engine2d_api.spl:25
BackendTarget	IDENTICAL	2	1	1	./compiler/70.backend/backend/mir_test_builder_full.spl:19 ./compiler/70.backend/mir_test_builder.spl:46
BoxKind	IDENTICAL	2	1	1	./lib/common/layout/box_model.spl:13 ./lib/common/render_scene/box_types.spl:6
BrushTip	IDENTICAL	2	1	1	./lib/nogc_async_mut/drawing/brush.spl:10 ./lib/nogc_sync_mut/drawing/brush.spl:10
BugSeverity	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/bug.spl:30 ./lib/nogc_sync_mut/database/bug.spl:30
BugStatus	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/bug.spl:37 ./lib/nogc_sync_mut/database/bug.spl:37
CapabilityStatus	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/exec/capability_report.spl:15 ./lib/nogc_sync_mut/debug/remote/exec/capability_report.spl:15
CapsuleVisibility	IDENTICAL	2	1	1	./compiler/85.mdsoc/mdsoc/types.spl:31 ./compiler/85.mdsoc/types/capsule_visibility.spl:5
Chacha20Poly1305Result	IDENTICAL	2	2	1	./lib/common/crypto/chacha20_poly1305.spl:19 ./os/crypto/chacha20_poly1305.spl:19
CollectionMode	IDENTICAL	2	2	1	./compiler_rust/lib/std/src/tooling/dashboard/types.spl:11 ./tooling/dashboard/types.spl:11
CombineRule	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/physics/material.spl:10 ./lib/nogc_sync_mut/engine/physics/material.spl:10
CompareOp	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/query.spl:23 ./lib/nogc_sync_mut/database/query.spl:23
ConcatAxis	IDENTICAL	2	1	1	./lib/nogc_async_mut/df/mod.spl:34 ./lib/nogc_sync_mut/df/mod.spl:34
ConstructKind	IDENTICAL	2	1	1	./compiler/85.mdsoc/construct_types/construct_kind.spl:4 ./compiler/85.mdsoc/mdsoc/construct_types.spl:16
ConstructTier	IDENTICAL	2	1	1	./compiler/85.mdsoc/construct_types/construct_tier.spl:4 ./compiler/85.mdsoc/mdsoc/construct_types.spl:78
ContractMode	IDENTICAL	2	1	1	./compiler/00.common/compilation_context.spl:29 ./compiler/95.interp/interpreter/contracts.spl:15
DebugFormatKind	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/formats/debug_types.spl:55 ./lib/nogc_sync_mut/debug/formats/debug_types.spl:55
DebuggerKind	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/connection_matrix.spl:46 ./lib/nogc_sync_mut/debug/remote/connection_matrix.spl:46
DebugTarget	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/connection_matrix.spl:9 ./lib/nogc_sync_mut/debug/remote/connection_matrix.spl:9
DeclaredVisibility	IDENTICAL	2	1	1	./compiler/90.tools/query_types.spl:47 ./compiler/90.tools/sffi_gen/specs/compiler_query.spl:50
DfError	IDENTICAL	2	1	1	./lib/nogc_async_mut/df/mod.spl:24 ./lib/nogc_sync_mut/df/mod.spl:24
DfValue	IDENTICAL	2	1	1	./lib/nogc_async_mut/df/mod.spl:44 ./lib/nogc_sync_mut/df/mod.spl:44
DiffOp	IDENTICAL	2	1	1	./compiler_rust/lib/std/src/parser/treesitter/edits/__init__.spl:94 ./compiler_rust/lib/std/src/spec/snapshot/comparison.spl:130
DispatchMode	IDENTICAL	2	1	1	./compiler_rust/lib/std/src/hir/types.spl:256 ./compiler_rust/lib/std/src/type_checker/type_inference.spl:307
DispatchStatus	IDENTICAL	2	1	1	./lib/nogc_async_mut/actor/actor.spl:115 ./lib/nogc_async_mut/actors/actor.spl:53
DrawingTool	IDENTICAL	2	1	1	./lib/nogc_async_mut/drawing/tool_app.spl:16 ./lib/nogc_sync_mut/drawing/tool_app.spl:16
DrawMode	IDENTICAL	2	1	1	./lib/nogc_async_mut/game2d/math/__init__.spl:13 ./lib/nogc_sync_mut/game2d/math/__init__.spl:13
EditorEvent	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/typed_event_bus.spl:12 ./lib/nogc_sync_mut/editor/typed_event_bus.spl:12
Endian	IDENTICAL	2	1	1	./lib/common/target.spl:260 ./lib/nogc_sync_mut/replay/types.spl:84
EngineType	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/engine_bridge.spl:13 ./lib/nogc_sync_mut/editor/engine_bridge.spl:13
FailSafeResult	IDENTICAL	2	1	1	./lib/nogc_async_mut/failsafe/core.spl:128 ./lib/nogc_sync_mut/failsafe/core.spl:128
FeatureMode	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/feature.spl:30 ./lib/nogc_sync_mut/database/feature.spl:30
FeatureStatus	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/feature.spl:23 ./lib/nogc_sync_mut/database/feature.spl:23
FormatType	IDENTICAL	2	2	1	./app/semihost/reader.spl:48 ./lib/nogc_async_mut_noalloc/baremetal/string_intern.spl:19
GizmoAxis3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/gizmo3d.spl:28 ./lib/nogc_sync_mut/editor/gizmo3d.spl:28
GizmoAxis	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/gizmo.spl:28 ./lib/nogc_sync_mut/editor/gizmo.spl:28
GizmoMode3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/gizmo3d.spl:12 ./lib/nogc_sync_mut/editor/gizmo3d.spl:12
