   5721 0	OK
      2 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: config") 
      2 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: chr") 
      2 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: check_alloc_imports") 
      2 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ByteBuffer") 
      2 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: AuthorityLevel") 
      2 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: as") 
      2 1	error: compile failed (<P>): semantic: <P>: Trait coherence errors: 
      2 1	error: compile failed (<P>): semantic: <P>: struct `MarkdownBuilder` has no field named `content` 
      2 1	error: compile failed (<P>): semantic: <P>: struct `LiteralNode` has no field named `node_type` 
      2 1	error: compile failed (<P>): semantic: <P>: MIR lowering: Unsupported HIR construct: unknown variant or method 'Readdir' on enum FsOp 
      2 1	error: compile failed (<P>): semantic: <P>: MIR lowering: Unsupported HIR construct: unknown variant or method 'Arguments' on enum VariableS
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering zero_grad: struct 'Pur
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering write_soc_vhdl: struct
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering JournalReader.refresh:
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering _intel_draw_text_fallb
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering InspectorPanel.inspect
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering format_text: struct 'I
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering example_inspect_calls:
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering classify_doc_item: str
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering BoundedChannel.recv: s
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `types`: Module resolution error: SemanticWithContext(Contex
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `simple_sdn`: Module resolution error: SemanticWithContext(C
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `portal.models.package_model`: Module resolution error: Sema
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.web.logging`: Module resolution error: SemanticWithC
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.web.html_escape`: Module resolution error: SemanticW
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.ui.draw_ir_v<N>`: Module resolution error: SemanticW
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.ui.capability`: Module resolution error: SemanticWit
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.io.window_capability`: Module resolution error: Sema
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `app.protocol.transport`: Module resolution error: SemanticW
      2 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Cannot infer element type for index into 'empty tuple while lowering parse_request
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected RBracket, found Comma 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected pattern, found StructuredExport 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected identifier, found LParen 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected identifier, found Forall 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected identifier, found Assign 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Fn, found Var 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Fn, found Import 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected expression, found Comma 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Comma, found Identifier { name: "metadata", pattern: Immutable } 
      2 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Colon, found Identifier { name: "mixed", pattern: Immutable } 
      2 1	error: compile failed (<P>): parse: in "<P> Syntax error at <N>:<N>: reserved keyword 'exists' cannot be used as a parameter name 
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.sffi.runtime` (higher_layer_run
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.ptr.raw` (higher_layer_runtime_
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.debug.remote.replay.memory_snap
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.atomic` (higher_layer_runtime_f
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.async.task` (higher_layer_runtime_family) [gc
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.async.poll` (higher_layer_runtime_family) [gc
      2 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_immut` must not import `std.nogc_sync_mut.atomic` (higher_layer_runtime
      2 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.io.process_ops` (gc_imports_nogc_
      2 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.io.metal_sffi` (gc_imports_nogc_f
      2 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.gpu.engine<N>d.webgpu_sffi` (gc_i
      2 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.engine.render.command` (gc_import
      2 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `nogc_async_mut.allocator` (gc_imports_nogc_family) 
      2 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [tcp_connect, tcp_bind, tcp_option_
      2 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [PerfConfig.with_optimization_level
      2 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [LmsServer.new, LmsServer.run]; set
      2 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [DebugCoordinator.resume_session, D
      1 1	error: compile failed (<P>): semantic: <P>: unknown decorator `@gpu_intrinsic` on function `memory_fence` 
      1 1	error: compile failed (<P>): semantic: <P>: unknown decorator `@gpu_intrinsic` on function `add_vec<N>f` 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ZSTD_MAGIC_B<N>") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: x<N>_mlkem<N>_evidence_backend_name") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: X<N>MlKem<N>EvidenceBackend") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: X<N>MlKem<N>Backend") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: vec<N>i_from_array") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Vec<N>") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: V_AOP_<N>_TITLE") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: val_reset") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: val_make_bool") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: val_is_truthy") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: val_get_kind") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: u<N>_to_vhdl_hex") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: unsafe_addr_of") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Unit") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: U<N>be") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: type_Simple") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: TypedTensor") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ts_parser_new") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: TreeSitterParser") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: to_snake_case") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: TOOLS_CACHE") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: tmux_available") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: time_now_unix_micros") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: task_table_init") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: task_count") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: TableBuilder") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: sys_munmap") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: SYNTAX_ERROR") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Style") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: std") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: spring_progress") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: split_once") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: spawn_binary_with_args") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: SimpleAbiDigest<N>V<N>") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Set") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: SecretKey") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: sdn_parse_value") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: sdn_parse") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: sched_tick") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: sched_get_tick") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: runtime_value_module") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: runtime") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: _rt_time_now_unix_micros") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_time_now_iso") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_time_millis") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_text_to_bytes") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_string_from_char") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: RtosTestConfig") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rtos_replay_is_off") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: RtlQorRun") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: _rt_env_get") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_cpu_count") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_cli_args") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: rt_bytes_to_text") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: RingBuffer") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: resource") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: resolve_c_header") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: reset_timeout") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: repeat") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: RenderBlock") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: regex") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Rect") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: PromptCommandDescriptor") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: pri") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: pow_i<N>") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: platform_default_config") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Parser") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: parser") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ParseError") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: null") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: notesdnmetadata_new") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: month_name") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: min_int") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: McpOutput") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: MCPListPanelAgentServerInfo") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: McpError") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: map_list") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: make_plan_from_requests") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: make_json_result") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: MacroCall") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: LOG_RING_BASE_OFFSET") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: LINT_PRIMITIVE_API_TITLE") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: level") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: len_val_bytes") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: lean_ident") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: js_nan") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ItemKind") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: item") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: is_timeout_exceeded") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: is_leap_year") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: io_file_write") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: id_path_to_text") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: hpack_static_table") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: hooksCommandName") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: h<N>_stream_new") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: hm_make_global_buckets") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: helpCommandName") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: HashMap") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: gui_backend_default_config") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: get_env_home") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: get_command_table") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: generate_riscv_fpga_rtl_bundle_configured") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Function") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: func_table_remove") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: from_ymd") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: f<N>") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: file_write") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: fetch_index_entry") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: extractTaggedValue") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: expr_get") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: exists") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: existing") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: events") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: eval_expr") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: error") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: engine") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: E<N>_EXPL_TITLE") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: effective_visibility") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: EarlyStopping") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: draw_text_shadow") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Dim") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Dict") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: default_config") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: def") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Decorator") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: DEBUG_SESSIONS") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: cwd") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: CrossDimensionResult") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: core") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: compare_qor_runs") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: clamp_i<N>") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: CImportedStruct") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ChunkVisibility") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: c_find_matching_field") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: bytes_val_bytes") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: Bytes") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: _byte") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: blockcontext_test") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: _bi_format_bytes") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: _bi_bytes_to_hex") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: assert") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: array_fill") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: ArrayBuilder__new") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: args_push") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: arena_total_bytes_impl") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: animatedAsteriskFrame") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: AllocationRecord") 
      1 1	error: compile failed (<P>): semantic: <P>: Undefined("undefined identifier: alloc") 
      1 1	error: compile failed (<P>): semantic: <P>: struct `WmInputEvent` has no field named `event_type` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `Transform<N>D` has no field named `node_id` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `SocMapRow` has no field named `formals` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `IpcMessage` has no field named `payload_addr` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `DmaAllocResult` has no field named `virt` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `DirEntry` has no field named `node` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `DirEntry` has no field named `inode` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `CircularWarning` has no field named `warning_code` 
      1 1	error: compile failed (<P>): semantic: <P>: struct `CapturedVar` has no field named `capture_mode` 
      1 1	error: compile failed (<P>): semantic: <P>: Other("macro 'format' must be defined before use") 
      1 1	error: compile failed (<P>): semantic: <P>: MIR lowering: Unsupported HIR construct: unknown variant or method 'Private' on enum MmapMode 
      1 1	error: compile failed (<P>): semantic: <P>: MIR lowering: Unsupported HIR construct: unknown variant or method 'None' on enum Option 
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering SpatialHash.insert: st
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering ShapeEnv.apply: struct
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering SafeMcpServer.register
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering ResponseCache.evict_ol
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering read_file_async: struc
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering _print_network_interfa
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering _print_interface: stru
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering parse_toml_test_config
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering OBB.get_corners: struc
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering NFABuilder.build: stru
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering Mat<N>.__init__: struc
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering MacroExpander.expand_m
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering InputEdit.affects_span
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering HeadlessBackend.captur
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering gc_total_allocated: st
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering _format_process_row: s
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering _format_bdf: struct 'D
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering ConvexHull._find_extre
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering ContextBuilder.__init_
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering ConstructLayerChecker.
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering CodegenError.format: s
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering ChangeBuffer.new: stru
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering Capsule.center: struct
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering CachedFunction.__init_
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Unsupported feature: cannot infer field type while lowering Atomic.__init__: struc
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.volume.m<N>`: Module resolution error: SemanticWithCon
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.velocity.mps`: Module resolution error: SemanticWithCo
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.ui.em`: Module resolution error: SemanticWithContext(C
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.typography.pt_typo`: Module resolution error: Semantic
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.time.s`: Module resolution error: SemanticWithContext(
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.temperature.K`: Module resolution error: SemanticWithC
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `units.net`: Module resolution error: SemanticWithContext(Co
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `units.lms`: Module resolution error: SemanticWithContext(Co
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.regional.li_chinese`: Module resolution error: Semanti
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.pressure.Pa`: Module resolution error: SemanticWithCon
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.power.W`: Module resolution error: SemanticWithContext
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.net.ms_ping`: Module resolution error: SemanticWithCon
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.mass.kg`: Module resolution error: SemanticWithContext
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.luminous.cd`: Module resolution error: SemanticWithCon
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.length`: Module resolution error: SemanticWithContext(
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.length.m`: Module resolution error: SemanticWithContex
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.graphics.px`: Module resolution error: SemanticWithCon
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.geo.lat_deg`: Module resolution error: SemanticWithCon
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.frequency.Hz`: Module resolution error: SemanticWithCo
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.force.N`: Module resolution error: SemanticWithContext
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.energy.J`: Module resolution error: SemanticWithContex
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.electric.A`: Module resolution error: SemanticWithCont
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.data.bit`: Module resolution error: SemanticWithContex
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.currency.USD`: Module resolution error: SemanticWithCo
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.culinary.serving`: Module resolution error: SemanticWi
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.composite.kmph`: Module resolution error: SemanticWith
