linux|x86_32|false
linux|x86_64|false
linux|arm32|false
linux|arm64|false
linux|riscv32|false
linux|riscv64|false
windows|x86_32|false
windows|x86_64|false
windows|arm32|false
windows|arm64|false
windows|riscv32|false
windows|riscv64|false
macos|x86_32|false
macos|x86_64|false
macos|arm32|false
macos|arm64|false
macos|riscv32|false
macos|riscv64|false
freebsd|x86_32|false
freebsd|x86_64|false
freebsd|arm32|false
freebsd|arm64|false
freebsd|riscv32|false
freebsd|riscv64|false
