symbol	class	scoped_callsites	declaring_file
rt_arm32_mcr_vbar	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_mrc_cntfrq	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/timer.spl
rt_arm32_mrc_cntp_ctl	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/timer.spl
rt_arm32_mrc_cntp_tval	DEAD_DECLARATION	0	src/os/kernel/arch/arm32/timer.spl
rt_arm32_mrc_midr	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_mrc_mpidr	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_mrc_sctlr	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_mrc_ttbr0	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_mrc_ttbr1	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_mrrc_cntpct_hi	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/timer.spl
rt_arm32_mrrc_cntpct_lo	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/timer.spl
rt_arm32_wfe	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm32_wfi	GENUINELY_MISSING	1	src/os/kernel/arch/arm32/cpu.spl
rt_arm64_context_restore	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/context.spl
rt_arm64_context_save	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/context.spl
rt_arm64_context_switch	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/context.spl
rt_arm64_daif_clr	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_daif_set	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_dcache_clean_range	GENUINELY_MISSING	1	src/os/kernel/boot/mmio_hardware.spl
rt_arm64_dcache_invalidate_range	GENUINELY_MISSING	1	src/os/kernel/boot/mmio_hardware.spl
rt_arm64_dmb	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_dsb	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_enter_recorded_user_live	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/user_entry.spl
rt_arm64_enter_user_first_probe	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/user_entry.spl
rt_arm64_isb	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_mrs_cntfrq_el0	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/timer.spl
rt_arm64_mrs_cntp_ctl_el0	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/timer.spl
rt_arm64_mrs_cntp_tval_el0	DEAD_DECLARATION	0	src/os/kernel/arch/arm64/timer.spl
rt_arm64_mrs_cntpct_el0	GENUINELY_MISSING	4	src/os/kernel/arch/arm64/timer.spl
rt_arm64_mrs_currentel	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_mrs_mpidr_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_mrs_sctlr_el1	GENUINELY_MISSING	2	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_mrs_ttbr0_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_mrs_ttbr1_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_msr_cntp_ctl_el0	GENUINELY_MISSING	5	src/os/kernel/arch/arm64/timer.spl
rt_arm64_msr_cntp_tval_el0	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/timer.spl
rt_arm64_msr_mair_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_msr_sctlr_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_msr_tcr_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_msr_ttbr0_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_msr_ttbr1_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_msr_vbar_el1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_probe_recorded_user_handoff	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/user_entry.spl
rt_arm64_read_sctlr	GENUINELY_MISSING	1	src/os/kernel/arch_adapt/arm64_hardening_probe.spl
rt_arm64_record_user_handoff	GENUINELY_MISSING	2	src/os/kernel/scheduler/scheduler_arm_bootstrap.spl
rt_arm64_set_exec_image	GENUINELY_MISSING	1	src/os/kernel/loader/process_image.spl
rt_arm64_tlbi_alle1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_tlbi_vae1	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_user_as_create	GENUINELY_MISSING	1	src/os/kernel/memory/user_address_space.spl
rt_arm64_user_as_map_elf64	SHADOWED_BY_SPL_FN	2	src/os/kernel/loader/segment_mapper.spl
rt_arm64_user_as_map_page	GENUINELY_MISSING	1	src/os/kernel/memory/user_address_space.spl
rt_arm64_user_as_translate	SHADOWED_BY_SPL_FN	2	src/os/kernel/loader/segment_mapper.spl
rt_arm64_user_as_ttbr0_probe	SHADOWED_BY_SPL_FN	2	src/os/kernel/loader/segment_mapper.spl
rt_arm64_user_copyin	GENUINELY_MISSING	1	src/os/kernel/memory/user_copy.spl
rt_arm64_user_copyout	GENUINELY_MISSING	1	src/os/kernel/memory/user_copy.spl
rt_arm64_virtio_input_event_code	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_input_event_device_kind	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_input_event_irq_status	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_input_event_type	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_input_event_value	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_input_init	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_input_poll	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/virtio_input.spl
rt_arm64_virtio_net_init	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioNet/driver_operations.spl
rt_arm64_virtio_net_mac_octet	GENUINELY_MISSING	6	src/os/drivers/virtio/_VirtioNet/driver_operations.spl
rt_arm64_virtio_net_ready	GENUINELY_MISSING	2	src/os/drivers/virtio/_VirtioNet/driver_operations.spl
rt_arm64_virtio_net_recv	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioNet/driver_operations.spl
rt_arm64_virtio_net_send	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioNet/driver_operations.spl
rt_arm64_wfe	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm64_wfi	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/cpu.spl
rt_arm_array_append_bytes	GENUINELY_MISSING	2	src/os/services/vfs/arm_fs_exec_vfs.spl
rt_arm_array_clone_bytes	DEAD_DECLARATION	0	src/os/kernel/loader/process_image.spl
rt_arm_array_empty_exact	GENUINELY_MISSING	1	src/os/kernel/loader/process_image.spl
rt_arm_array_get_byte_u32	GENUINELY_MISSING	2	src/os/kernel/loader/byte_utils.spl
rt_arm_array_get_u16_le	GENUINELY_MISSING	1	src/os/services/vfs/arm_fs_exec_vfs.spl
rt_arm_array_get_u32_le	GENUINELY_MISSING	1	src/os/services/vfs/arm_fs_exec_vfs.spl
rt_arm_array_len_u32	GENUINELY_MISSING	30	src/os/apps/shell/path_search.spl
rt_arm_array_slice_bytes	DEAD_DECLARATION	0	src/os/kernel/loader/process_image.spl
rt_arm_context_restore	GENUINELY_MISSING	1	src/os/realtime/context/arm.spl
rt_arm_context_save	GENUINELY_MISSING	1	src/os/realtime/context/arm.spl
rt_arm_elf64_direct_entry	SHADOWED_BY_SPL_FN	3	src/os/kernel/loader/segment_mapper.spl
rt_arm_elf64_direct_entry_bytes_ok	SHADOWED_BY_SPL_FN	2	src/os/kernel/loader/segment_mapper.spl
rt_arm_elf64_entry	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_align	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_count	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_filesz	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_flags	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_memsz	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_offset	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_elf64_pt_load_vaddr	GENUINELY_MISSING	2	src/os/kernel/loader/elf_loader.spl
rt_arm_fat32_probe_bpb_from_virtio	GENUINELY_MISSING	1	src/os/services/vfs/arm_fs_exec_vfs.spl
rt_arm_get_psp	GENUINELY_MISSING	1	src/os/realtime/context/arm.spl
rt_arm_set_psp	GENUINELY_MISSING	1	src/os/realtime/context/arm.spl
rt_arm_smf_elf_stub_size	GENUINELY_MISSING	2	src/os/kernel/loader/process_image.spl
rt_arm_stage_elf64_load_image	SHADOWED_BY_SPL_FN	2	src/os/kernel/loader/segment_mapper.spl
rt_arm_stage_raw_image	SHADOWED_BY_SPL_FN	2	src/os/kernel/loader/segment_mapper.spl
rt_arm_virtio_blk_configure_queue	GENUINELY_MISSING	2	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_dma_base	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_mmio_read_u32	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_mmio_read_u64	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_mmio_write_u32	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_prepare_read	DEAD_DECLARATION	0	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_queue_base	GENUINELY_MISSING	2	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_read_hello_smf	DEAD_DECLARATION	0	src/os/services/vfs/arm_fs_exec_vfs.spl
rt_arm_virtio_blk_read_prefix	GENUINELY_MISSING	3	src/os/services/vfs/arm_fs_exec_vfs.spl
rt_arm_virtio_blk_read_sector_direct	GENUINELY_MISSING	2	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_sector_bytes	GENUINELY_MISSING	2	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_set_mmio_base	GENUINELY_MISSING	3	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_status_u8	DEAD_DECLARATION	0	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtio_blk_wait_completion	DEAD_DECLARATION	0	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtq_push_avail	DEAD_DECLARATION	0	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtq_reset	DEAD_DECLARATION	0	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_arm_virtq_used_idx	GENUINELY_MISSING	1	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_array_capacity	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/alloc/sffi.spl
rt_array_new_cap	GENUINELY_MISSING	2	test/05_perf/bench/http_server/bench_raw_native_opt.spl
rt_array_slice	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/alloc/sffi.spl
rt_async_await	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/executor.spl
rt_async_yield	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/executor.spl
rt_bdd_after_all	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_assert_eq	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_assert_ne	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_assert_true	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_before_all	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_describe	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_expect	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bdd_it	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/test/sffi.spl
rt_bits_to_f64	DEAD_DECLARATION	0	src/os/ml/gpu_tensor.spl
rt_boot_tcp_accept_timeout	GENUINELY_MISSING	3	src/os/apps/sshd/sshd.spl
rt_boot_tcp_bind	GENUINELY_MISSING	4	src/os/apps/sshd/sshd.spl
rt_boot_tcp_bind_port	GENUINELY_MISSING	1	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_close	GENUINELY_MISSING	3	src/os/kernel/boot/tcp_baremetal_min.spl
rt_boot_tcp_read_bytes	GENUINELY_MISSING	4	src/os/kernel/boot/tcp_baremetal_min.spl
rt_boot_tcp_read_bytes_for_fd	GENUINELY_MISSING	1	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_read_ssh_plain_packet_payload	GENUINELY_MISSING	1	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_send_kex_reply_ed25519	DEAD_DECLARATION	0	src/os/apps/sshd/ssh_session_kex.spl
rt_boot_tcp_send_kex_reply_fixed	DEAD_DECLARATION	0	src/os/apps/sshd/ssh_session.spl
rt_boot_tcp_send_newkeys_fixed	DEAD_DECLARATION	0	src/os/apps/sshd/ssh_session.spl
rt_boot_tcp_send_ssh_banner	GENUINELY_MISSING	2	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_take_version_bytes	GENUINELY_MISSING	1	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_take_version_text	GENUINELY_MISSING	2	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_write_auto	GENUINELY_MISSING	1	src/os/kernel/boot/tcp_baremetal_min.spl
rt_boot_tcp_write_bytes	GENUINELY_MISSING	2	src/os/kernel/net/rt_net_socket_facade.spl
rt_boot_tcp_write_text	GENUINELY_MISSING	1	src/os/apps/sshd/ssh_session.spl
rt_build_symbol_table	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_bytes_concat	GENUINELY_MISSING	5	src/os/apps/sshd/ssh_session.spl
rt_bytes_slice	GENUINELY_MISSING	4	src/os/apps/sshd/ssh_session.spl
rt_bytes_to_f64_array	GENUINELY_MISSING	1	src/os/ml/gpu_tensor.spl
rt_call_function_0	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_call_function_1	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_call_function_2	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_channel_is_empty	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/channel.spl
rt_channel_len	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/channel.spl
rt_cli	c_runtime_source_only	5	src/os/kernel/arch/x86_32/cpu.spl
rt_cli_args	GENUINELY_MISSING	2	src/app/dashboard/web_entry.spl
rt_cli_run_ffi_gen	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/cli.spl
rt_close_fd	c_runtime_source_only	4	src/compiler/90.tools/sffi_gen/specs/mmap_syscalls.spl
rt_command_output	GENUINELY_MISSING	10	src/lib/nogc_sync_mut/baremetal/transport/dedicated_hw.spl
rt_coverage_branch	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_branch_count	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_branch_hit_count	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_function_enter	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_function_exit	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_hit	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_init	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_line_count	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_line_hit_count	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_path_finalizer	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/coverage_simple.spl
rt_coverage_report	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_report_json	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_coverage_reset	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/coverage/sffi.spl
rt_cpu_arch_name	GENUINELY_MISSING	1	src/lib/gc_async_mut/gpu/engine2d/host_ops.spl
rt_cpu_count	GENUINELY_MISSING	2	src/compiler/00.common/parallel.spl
rt_cpu_has_avx2	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine3d/simd_kernels3d.spl
rt_cpu_has_avx512	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine3d/simd_kernels3d.spl
rt_cpu_has_neon	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine3d/simd_kernels3d.spl
rt_cpu_has_sse42	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine3d/simd_kernels3d.spl
rt_cpu_present_pixels	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/present_hooks.spl
rt_cuda3d_available	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine3d/ffi_cuda3d.spl
rt_cuda3d_init	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine3d/ffi_cuda3d.spl
rt_cuda3d_shutdown	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine3d/ffi_cuda3d.spl
rt_cuda_alloc_device	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine2d/cuda_session.spl
rt_cuda_alloc_fb	GENUINELY_MISSING	1	src/lib/gc_async_mut/gpu/engine2d/backend_cuda_proof.spl
rt_cuda_cleanup	GENUINELY_MISSING	2	src/lib/gc_async_mut/gpu/engine2d/backend_cuda_proof.spl
rt_cuda_clear	GENUINELY_MISSING	1	src/lib/gc_async_mut/gpu/engine2d/backend_cuda_proof.spl
rt_cuda_compile_ptx	GENUINELY_MISSING	4	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_compute_capability	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_device_init	GENUINELY_MISSING	2	src/lib/gc_async_mut/gpu/engine2d/backend_cuda_proof.spl
rt_cuda_device_memory	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_draw_rect	GENUINELY_MISSING	1	src/lib/gc_async_mut/gpu/engine2d/backend_cuda_proof.spl
rt_cuda_get_device	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_get_function	GENUINELY_MISSING	4	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_get_last_error	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_kernel_get	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/cuda_session.spl
rt_cuda_kernel_launch	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine2d/cuda_session.spl
rt_cuda_memcpy_d2d	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_memcpy_d2h	GENUINELY_MISSING	9	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_memcpy_h2d	GENUINELY_MISSING	19	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_peek_last_error	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_primary_ctx_release	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine2d/cuda_session.spl
rt_cuda_primary_ctx_retain	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine2d/cuda_session.spl
rt_cuda_readback	GENUINELY_MISSING	1	src/lib/gc_async_mut/gpu/engine2d/backend_cuda_proof.spl
rt_cuda_set_device	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_shutdown	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_cuda.spl
rt_cuda_sm_version	GENUINELY_MISSING	1	src/compiler/30.types/simd_capabilities.spl
rt_cuda_stream_create	GENUINELY_MISSING	1	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_stream_destroy	GENUINELY_MISSING	1	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_stream_sync	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/gpu/engine2d/cuda_session.spl
rt_cuda_stream_synchronize	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/cuda_sffi.spl
rt_cuda_submit	GENUINELY_MISSING	1	src/lib/gc_async_mut/gpu/session/backend_runtime_ops.spl
rt_cuda_synchronize	GENUINELY_MISSING	17	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_cuda_unload_module	GENUINELY_MISSING	3	src/lib/nogc_async_mut/engine/physics/backend_gpu/gpu_solver.spl
rt_debug_clear_breakpoints	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_clear_globals	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_clear_locals	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_current_column	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_get_step_mode	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_get_step_start_depth	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_globals	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_has_breakpoint	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_is_paused	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_pop_frame	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_push_frame	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_set_current_location	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_set_global	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_set_local	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_set_step_start_depth	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_should_break	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_debug_wait_for_continue	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/ffi/debug.spl
rt_decrypt_aes256	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_deflate_compress	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/compress_sffi.spl
rt_deflate_decompress	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/compress_sffi.spl
rt_derive_key_pbkdf2	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_dir_delete	c_runtime_source_only	2	src/compiler_rust/lib/std/src/sys/sffi/io.spl
rt_display_bpp	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_framebuffer_address	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_generation	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_height	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_init	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_pitch	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_present	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_display_width	GENUINELY_MISSING	1	src/os/kernel/arch/riscv64/display.spl
rt_dma_alloc	c_runtime_source_only	5	src/lib/nogc_sync_mut/io/dma.spl
rt_dma_bytes_to_array	GENUINELY_MISSING	2	src/os/drivers/virtio/_VirtioBlk/driver_class.spl
rt_dma_cache_line_size	c_runtime_source_only	1	src/lib/nogc_sync_mut/io/dma.spl
rt_dma_free	c_runtime_source_only	6	src/lib/nogc_sync_mut/io/dma.spl
rt_dma_phys_of	c_runtime_source_only	6	src/lib/nogc_sync_mut/io/dma.spl
rt_dma_sync_for_cpu	c_runtime_source_only	8	src/lib/nogc_sync_mut/io/dma.spl
rt_dma_sync_for_device	c_runtime_source_only	13	src/lib/nogc_sync_mut/io/dma.spl
rt_dma_virt_of	c_runtime_source_only	6	src/lib/nogc_sync_mut/io/dma.spl
rt_dwarf_addr_to_line	GENUINELY_MISSING	6	src/app/debug/native_agent.spl
rt_dwarf_free	GENUINELY_MISSING	4	src/app/debug/native_agent.spl
rt_dwarf_function_at	GENUINELY_MISSING	6	src/app/debug/native_agent.spl
rt_dwarf_line_to_addr	GENUINELY_MISSING	4	src/app/debug/native_agent.spl
rt_dwarf_load	GENUINELY_MISSING	4	src/app/debug/native_agent.spl
rt_dwarf_locals_at	GENUINELY_MISSING	4	src/app/debug/native_agent.spl
rt_ed25519_keypair_pk	DEAD_DECLARATION	0	src/os/apps/sshd/ssh_session.spl
rt_encrypt_aes256	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_engine2d_download_pixels	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_cuda.spl
rt_engine2d_pack_args_4	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_cuda.spl
rt_engine2d_pack_args_8	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_cuda.spl
rt_engine2d_upload_host_buf	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_cuda.spl
rt_engine2d_upload_pixels	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_cuda.spl
